year_CPS,Characteristic,OppShare_New_Entrp,Breakdown,Rate_New_Entrp,Location,startup_index,Index Year,year_BDS,startup_density,Rank,Composition_of_New_Entrp,norm_rate,norm_opp,norm_density,z_rate,z_oppshare,z_startup_den,rank_last_y,rank_diff,index_last_y,index_diff,dataset,Location_name,Category,OppShare_New_Entrp_web,Rate_New_Entrp_web,location_category,index_diff_text
2011,,0.7746,,0.0033,40,,2012,2009,77.81999969,8,,52.38095093,50.57597351,41.82341766,1.376146674,-0.67318368,-1.454231739,4,-4,1.440000057,-1.690000057,State Profile,Oklahoma,Small,7.745999813,330,the state of,a large decrease
1981,,,,,41,,1982,1979,164.4499969,,,,,61.55471802,,,6.026769638,,,,,State Profile,Oregon,Small,,,the state of,.
1982,,,,,41,,1983,1980,154.6999969,,,,,69.18624878,,,5.184800625,,,,,State Profile,Oregon,Small,,,the state of,.
1989,,,,,41,,1990,1987,134.8600006,,,,,59.59638214,,,3.471502304,,,,,State Profile,Oregon,Small,,,the state of,.
2013,,0.7688,,0.0023,41,,2014,2011,76.77999878,21,,13.33333397,25.98791313,40.322258,-3.211009264,-0.835194886,-1.544041872,22,1,-1.879999995,0.019999981,State Profile,Oregon,Small,7.688000202,230,the state of,basically no changes 
1992,,,,,41,,1993,1990,124.6900024,,,,,73.60710144,,,2.593264103,,,,,State Profile,Oregon,Small,,,the state of,.
1984,,,,,41,,1985,1982,129.4199982,,,,,40.19387436,,,3.001726627,,,,,State Profile,Oregon,Small,,,the state of,.
2016,,0.7607,,0.0034,41,,2017,2014,76.95999908,13,,56,18.27209473,45.12408066,1.834862232,-1.061451793,-1.528497815,15,2,-0.790000021,0.540000021,State Profile,Oregon,Small,7.606999874,340,the state of,a slight increase
1997,,,,,41,,1998,1995,121.3399963,,,,,58.93267822,,,2.303971767,,,,,State Profile,Oregon,Small,,,the state of,.
1993,,,,,41,,1994,1991,114.3000031,,,,,58.57218933,,,1.696027637,,,,,State Profile,Oregon,Small,,,the state of,.
1996,,,,,41,,1997,1994,122.5100021,,,,,63.99407578,,,2.405008554,,,,,State Profile,Oregon,Small,,,the state of,.
1991,,,,,41,,1992,1989,110.0500031,,,,,45.18847656,,,1.329015493,,,,,State Profile,Oregon,Small,,,the state of,.
2006,,0.7617,,0.0035,41,,2007,2004,99.59999847,15,,43.90243912,21.91044807,33.95982361,2.293577909,-1.03351891,0.426597148,13,-2,0.209999993,0.350000024,State Profile,Oregon,Small,7.617000103,350,the state of,a slight increase
2007,,0.788,,0.0035,41,,2008,2005,108.7600021,13,,61.29032516,35.48199844,44.2870903,2.293577909,-0.298882008,1.217616439,15,2,0.560000002,0.51000005,State Profile,Oregon,Small,7.880000114,350,the state of,a slight increase
1979,,,,,41,,1980,1977,195.3600006,,,,,57.31441498,,,8.696027756,,,,,State Profile,Oregon,Small,,,the state of,.
2008,,0.7976,,0.0037,41,,2009,2006,111.6500015,8,,62.8571434,32.52293396,44.49158478,3.211009026,-0.030725559,1.467184663,13,5,1.070000052,0.4799999,State Profile,Oregon,Small,7.975999832,370,the state of,a slight increase
1998,,0.8297,,0.0043,41,,1999,1996,116.4000015,4,,59.52380753,63.11137009,57.33035278,5.963302612,0.865922511,1.877374649,,,,,State Profile,Oregon,Small,8.296999931,430,the state of,.
1985,,,,,41,,1986,1983,119.75,,,,,26.35350418,,,2.166666269,,,,,State Profile,Oregon,Small,,,the state of,.
1983,,,,,41,,1984,1981,139.3500061,,,,,65.17190552,,,3.859240294,,,,,State Profile,Oregon,Small,,,the state of,.
1987,,,,,41,,1988,1985,130.5899963,,,,,44.25766373,,,3.102762699,,,,,State Profile,Oregon,Small,,,the state of,.
1995,,,,,41,,1996,1993,111.5800018,,,,,57.08595276,,,1.461139798,,,,,State Profile,Oregon,Small,,,the state of,.
1988,,,,,41,,1989,1986,132.4700012,,,,,55.28834152,,,3.265112162,,,,,State Profile,Oregon,Small,,,the state of,.
2015,,0.7583,,0.0031,41,,2016,2013,74.86000061,15,,40.625,23.10450745,42.58823395,0.458715469,-1.128490925,-1.709844828,21,6,-1.649999976,0.859999955,State Profile,Oregon,Small,7.583000183,310,the state of,a slight increase
2003,,0.797,,0.0034,41,,2004,2001,91.91000366,11,,55.88235092,46.15384674,37.60012817,1.834862232,-0.047485337,-0.237478405,8,-3,0.920000017,-0.400000036,State Profile,Oregon,Small,7.96999979,340,the state of,a slight decrease
2012,,0.7125,,0.0027,41,,2013,2010,73.30999756,22,,33.33333206,13.49407578,41.55046844,-1.376146913,-2.407820702,-1.843696594,11,-11,-0.540000021,-1.339999914,State Profile,Oregon,Small,7.125,270,the state of,a large decrease
1990,,,,,41,,1991,1988,117.7200012,,,,,60.93096542,,,1.991364241,,,,,State Profile,Oregon,Small,,,the state of,.
2005,,0.7283,,0.0035,41,,2006,2003,98.13999939,13,,43.18181992,5.844157219,39.38382339,2.293577909,-1.966479778,0.300517768,12,-1,0.230000004,-0.020000011,State Profile,Oregon,Small,7.282999992,350,the state of,basically no changes 
2009,,0.7696,,0.0037,41,,2010,2007,102.0800018,9,,66.66666412,25.56425667,44.00522995,3.211009026,-0.812848508,0.640759766,8,-1,1.549999952,-0.539999962,State Profile,Oregon,Small,7.696000099,370,the state of,a slight decrease
2000,,0.8325,,0.0043,41,,2001,1998,109.3099976,5,,73.68421173,60.49046326,42.69677734,5.963302612,0.944134831,1.265111685,4,-1,2.670000076,0.049999952,State Profile,Oregon,Small,8.324999809,430,the state of,basically no changes 
1986,,,,,41,,1987,1984,138.0099945,,,,,37.41929245,,,3.743522644,,,,,State Profile,Oregon,Small,,,the state of,.
2004,,0.765,,0.0033,41,,2005,2002,97.48000336,12,,41.860466,25.2231102,39.11843109,1.376146674,-0.941340089,0.243523285,11,-1,0.519999981,-0.289999962,State Profile,Oregon,Small,7.650000095,330,the state of,a slight decrease
2002,,0.8289,,0.0034,41,,2003,2000,95.55000305,8,,53.84615707,48.75576019,35.33705902,1.834862232,0.843576133,0.076856598,6,-2,1.940000057,-1.019999981,State Profile,Oregon,Small,8.288999557,340,the state of,a large decrease
2014,,0.726,,0.0027,41,,2015,2012,76.95999908,21,,25,15.49094296,40.91199493,-1.376146913,-2.030725718,-1.528497815,21,0,-1.860000014,0.210000038,State Profile,Oregon,Small,7.260000229,270,the state of,basically no changes 
2011,,0.7616,,0.0032,41,,2012,2009,77.34999847,11,,47.61904907,43.44487,40.9213028,0.917431056,-1.036312222,-1.494819164,8,-3,0.419999987,-0.960000038,State Profile,Oregon,Small,7.616000175,320,the state of,a slight decrease
2010,,0.746,,0.0036,41,,2011,2008,94.55000305,8,,53.84615326,37.74006271,46.45708466,2.752293348,-1.472066402,-0.009499189,9,1,1.00999999,-0.590000033,State Profile,Oregon,Small,7.460000038,360,the state of,a slight decrease
1999,,0.8332,,0.0042,41,,2000,1997,112.3700027,4,,65,65.61954498,47.1978569,5.504587173,0.963687897,1.52936089,4,0,2.900000095,-0.230000019,State Profile,Oregon,Small,8.331999779,420,the state of,basically no changes 
1980,,,,,41,,1981,1978,182.9600067,,,,,71.24291992,,,7.625216007,,,,,State Profile,Oregon,Small,,,the state of,.
2001,,0.8302,,0.0039,41,,2002,1999,103.9400024,6,,67.56756592,51.22989655,44.5343132,4.12844038,0.879889011,0.801381588,5,-1,2.720000029,-0.779999971,State Profile,Oregon,Small,8.302000046,390,the state of,a slight decrease
1994,,,,,41,,1995,1992,112.5999985,,,,,64.48356628,,,1.54922235,,,,,State Profile,Oregon,Small,,,the state of,.
2004,,0.8259,,0.0017,42,,2005,2002,79.19000244,24,,0,83.97022247,0,-5.963302612,0.759777248,-1.335924149,23,-1,-2.25999999,0.079999924,State Profile,Pennsylvania,Large,8.258999825,170,the state of,basically no changes 
1995,,,,,42,,1996,1993,79.44999695,,,,,0,,,-1.313472033,,,,,State Profile,Pennsylvania,Large,,,the state of,.
1986,,,,,42,,1987,1984,104.9899979,,,,,0,,,0.892054796,,,,,State Profile,Pennsylvania,Large,,,the state of,.
1981,,,,,42,,1982,1979,102.9000015,,,,,0,,,0.711571515,,,,,State Profile,Pennsylvania,Large,,,the state of,.
2001,,0.8873,,0.0017,42,,2002,1999,80.83999634,24,,12,75.61728668,0,-5.963302612,2.474861145,-1.193437576,23,-1,-1.559999943,0,State Profile,Pennsylvania,Large,8.873000145,170,the state of,basically no changes 
1990,,,,,42,,1991,1988,100.7600021,,,,,12.88167191,,,0.526770175,,,,,State Profile,Pennsylvania,Large,,,the state of,.
1979,,,,,42,,1980,1977,128.0700073,,,,,3.213229895,,,2.885147095,,,,,State Profile,Pennsylvania,Large,,,the state of,.
2002,,0.845,,0.0016,42,,2003,2000,78.33999634,24,,0,53.9792366,0,-6.422018528,1.293296814,-1.40932703,24,0,-1.559999943,-0.620000124,State Profile,Pennsylvania,Large,8.449999809,160,the state of,a slight decrease
2008,,0.7676,,0.0016,42,,2009,2006,81.44000244,25,,0,21.15384674,2.988080263,-6.422018528,-0.868714392,-1.141623616,25,0,-3.029999971,0.220000029,State Profile,Pennsylvania,Large,7.676000118,160,the state of,basically no changes 
1994,,,,,42,,1995,1992,81.87999725,,,,,3.315011263,,,-1.103627563,,,,,State Profile,Pennsylvania,Large,,,the state of,.
1982,,,,,42,,1983,1980,94.88999939,,,,,0,,,0.019861462,,,,,State Profile,Pennsylvania,Large,,,the state of,.
1984,,,,,42,,1985,1982,92.80999756,,,,,0,,,-0.159758732,,,,,State Profile,Pennsylvania,Large,,,the state of,.
1985,,,,,42,,1986,1983,91.05000305,,,,,1.628210902,,,-0.311744452,,,,,State Profile,Pennsylvania,Large,,,the state of,.
2003,,0.8118,,0.0018,42,,2004,2001,75.73999786,23,,4.166665554,54.49522781,0.883005381,-5.504587173,0.365922511,-1.633852005,24,1,-2.180000067,-0.079999924,State Profile,Pennsylvania,Large,8.118000031,180,the state of,basically no changes 
2000,,0.9113,,0.0015,42,,2001,1998,83.83999634,23,,0,85.96588135,0,-6.880733967,3.145252228,-0.93437022,24,1,-2.289999962,0.730000019,State Profile,Pennsylvania,Large,9.112999916,150,the state of,a slight increase
2010,,0.828,,0.0017,42,,2011,2008,71.80999756,24,,0,97.46894073,6.722314835,-5.963302612,0.818436503,-1.973230243,25,1,-3.019999981,0.650000095,State Profile,Pennsylvania,Large,8.279999733,170,the state of,a slight increase
1989,,,,,42,,1990,1987,112.2699966,,,,,8.882610321,,,1.520724773,,,,,State Profile,Pennsylvania,Large,,,the state of,.
2016,,0.83,,0.0017,42,,2017,2014,60.59999847,23,,0,74.5846405,7.712831974,-5.963302612,0.874302387,-2.941278458,24,1,-3.190000057,0.50999999,State Profile,Pennsylvania,Large,8.300000191,170,the state of,a slight increase
1987,,,,,42,,1988,1985,103.2900009,,,,,1.607330441,,,0.745250225,,,,,State Profile,Pennsylvania,Large,,,the state of,.
2005,,0.7749,,0.0019,42,,2006,2003,76.26999664,24,,3.999998569,57.68374252,0.122205891,-5.045871735,-0.664803803,-1.588083506,24,0,-2.180000067,-0.25,State Profile,Pennsylvania,Large,7.749000072,190,the state of,basically no changes 
2007,,0.7226,,0.0017,42,,2008,2005,83.19999695,25,,0,16.0501194,7.078008652,-5.963302612,-2.125697613,-0.989637911,25,0,-2.539999962,-0.49000001,State Profile,Pennsylvania,Large,7.225999832,170,the state of,a slight decrease
1996,,,,,42,,1997,1994,79.09999847,,,,,0,,,-1.343696475,,,,,State Profile,Pennsylvania,Large,,,the state of,.
2015,,0.7556,,0.0018,42,,2016,2013,61.54999924,24,,0,37.59801865,6.613880157,-5.504587173,-1.203909993,-2.859240532,23,-1,-3.220000029,0.029999971,State Profile,Pennsylvania,Large,7.556000233,180,the state of,basically no changes 
1991,,,,,42,,1992,1989,97.48000336,,,,,16.74641228,,,0.243523285,,,,,State Profile,Pennsylvania,Large,,,the state of,.
2006,,0.7705,,0.0018,42,,2007,2004,79.27999878,25,,0,30.50034523,2.470682144,-5.504587173,-0.787708819,-1.328152418,24,-1,-2.430000067,-0.109999895,State Profile,Pennsylvania,Large,7.704999924,180,the state of,basically no changes 
1992,,,,,42,,1993,1990,92.01999664,,,,,10.75189209,,,-0.227979884,,,,,State Profile,Pennsylvania,Large,,,the state of,.
1998,,0.7755,,0.0017,42,,1999,1996,83.01999664,25,,0,18.66394615,0,-5.963302612,-0.64804399,-1.005181909,,,,,State Profile,Pennsylvania,Large,7.755000114,170,the state of,.
2013,,0.7163,,0.0019,42,,2014,2011,62.33000183,25,,4.166665077,43.28767014,8.606476784,-5.045871735,-2.30167532,-2.791882753,24,-1,-2.930000067,-0.450000048,State Profile,Pennsylvania,Large,7.163000107,190,the state of,a slight decrease
1997,,,,,42,,1998,1995,85.94999695,,,,,0,,,-0.752159476,,,,,State Profile,Pennsylvania,Large,,,the state of,.
1993,,,,,42,,1994,1991,86.73999786,,,,,14.94882011,,,-0.683938324,,,,,State Profile,Pennsylvania,Large,,,the state of,.
1980,,,,,42,,1981,1978,109.4599991,,,,,0.548698783,,,1.278065205,,,,,State Profile,Pennsylvania,Large,,,the state of,.
2011,,0.8143,,0.0018,42,,2012,2009,62.66999817,24,,0,100,10.15362358,-5.504587173,0.435754895,-2.762521982,24,0,-2.369999886,-0.24000001,State Profile,Pennsylvania,Large,8.142999649,180,the state of,basically no changes 
1988,,,,,42,,1989,1986,109.1500015,,,,,23.79161835,,,1.251295209,,,,,State Profile,Pennsylvania,Large,,,the state of,.
2012,,0.7942,,0.0018,42,,2013,2010,57.93000031,24,,0,92.20724487,3.024191856,-5.504587173,-0.125697628,-3.171848297,24,0,-2.609999895,-0.320000172,State Profile,Pennsylvania,Large,7.941999912,180,the state of,a slight decrease
1983,,,,,42,,1984,1981,88.51000214,,,,,0,,,-0.531088233,,,,,State Profile,Pennsylvania,Large,,,the state of,.
2014,,0.7151,,0.002,42,,2015,2012,62.97999954,23,,13.63635921,12.56182003,9.057742119,-4.587156296,-2.335194826,-2.735751629,25,2,-3.380000114,0.160000086,State Profile,Pennsylvania,Large,7.151000023,200,the state of,basically no changes 
1999,,0.8267,,0.0015,42,,2000,1997,85.55999756,24,,0,52.77905273,0,-6.880733967,0.782123625,-0.785838187,25,1,-2.539999962,0.25,State Profile,Pennsylvania,Large,8.267000198,150,the state of,basically no changes 
2009,,0.765,,0.0016,42,,2010,2007,75.15000153,25,,0,49.85337448,6.205878735,-6.422018528,-0.941340089,-1.684801579,25,0,-2.809999943,-0.210000038,State Profile,Pennsylvania,Large,7.650000095,160,the state of,basically no changes 
1981,,,,,44,,1982,1979,103.3199997,,,,,0,,,0.747840762,,,,,State Profile,Rhode Island,Small,,,the state of,.
1986,,,,,44,,1987,1984,108.3399963,,,,,7.94675684,,,1.181346536,,,,,State Profile,Rhode Island,Small,,,the state of,.
2007,,0.7269,,0.0024,44,,2008,2005,85.98999786,24,,25.8064537,0,12.97950745,-2.752293587,-2.005585909,-0.748705149,21,-3,-0.860000014,-0.980000019,State Profile,Rhode Island,Small,7.269000053,240,the state of,a slight decrease
1990,,,,,44,,1991,1988,115.5599976,,,,,57.16526794,,,1.804835439,,,,,State Profile,Rhode Island,Small,,,the state of,.
2008,,0.7486,,0.0025,44,,2009,2006,87.25,24,,28.5714283,10.04587173,11.09894562,-2.293578148,-1.399440646,-0.639896691,24,0,-1.840000033,0.399999976,State Profile,Rhode Island,Small,7.486000061,250,the state of,a slight increase
1985,,,,,44,,1986,1983,90.70999908,,,,,0.663481832,,,-0.341105759,,,,,State Profile,Rhode Island,Small,,,the state of,.
1991,,,,,44,,1992,1989,105.6399994,,,,,38.43088913,,,0.948186159,,,,,State Profile,Rhode Island,Small,,,the state of,.
2005,,0.7157,,0.0025,44,,2006,2003,83.30999756,23,,20.45454597,0,20.34659386,-2.293578148,-2.318435192,-0.980138719,24,1,-2.329999924,0.469999909,State Profile,Rhode Island,Small,7.157000065,250,the state of,a slight increase
2015,,0.873,,0.0023,44,,2016,2013,60.93999863,20,,15.625,81.86475372,17.39366341,-3.211009264,2.075419664,-2.911917448,22,2,-1.710000038,0.360000014,State Profile,Rhode Island,Small,8.729999542,230,the state of,a slight increase
2016,,0.8042,,0.0021,44,,2017,2014,60.02999878,25,,4.000002861,39.87090302,15.53652287,-4.12844038,0.153631985,-2.990501404,20,-5,-1.350000024,-0.969999909,State Profile,Rhode Island,Small,8.041999817,210,the state of,a slight decrease
1992,,,,,44,,1993,1990,93.68000031,,,,,20.77015495,,,-0.084628962,,,,,State Profile,Rhode Island,Small,,,the state of,.
1999,,0.7968,,0.0016,44,,2000,1997,88.61000061,24,,0,49.73822021,13.57204151,-6.422018528,-0.053071931,-0.522452772,25,1,-2.410000086,0.080000162,State Profile,Rhode Island,Small,7.967999935,160,the state of,basically no changes 
1979,,,,,44,,1980,1977,132.3600006,,,,,0,,,3.25561285,,,,,State Profile,Rhode Island,Small,,,the state of,.
1993,,,,,44,,1994,1991,84.52999878,,,,,5.572364807,,,-0.874784529,,,,,State Profile,Rhode Island,Small,,,the state of,.
2012,,0.7843,,0.0023,44,,2013,2010,59.04000092,23,,18.51851845,43.86632919,15.02138233,-3.211009264,-0.402233958,-3.075993299,25,2,-3.079999924,0.849999905,State Profile,Rhode Island,Small,7.842999935,230,the state of,a slight increase
2010,,0.6615,,0.0025,44,,2011,2008,72.88999939,25,,11.53846169,0,11.17446041,-2.293578148,-3.832401752,-1.879965782,25,0,-2.289999962,-0.380000114,State Profile,Rhode Island,Small,6.614999771,250,the state of,a slight decrease
1987,,,,,44,,1988,1985,110.4599991,,,,,21.54783249,,,1.36442101,,,,,State Profile,Rhode Island,Small,,,the state of,.
1989,,,,,44,,1990,1987,126.8000031,,,,,48.22184753,,,2.775475025,,,,,State Profile,Rhode Island,Small,,,the state of,.
2001,,0.7931,,0.0014,44,,2002,1999,81.11000061,25,,0,33.68022919,15.68305588,-7.339449406,-0.156423882,-1.170121193,25,0,-2.910000086,0.019999981,State Profile,Rhode Island,Small,7.931000233,140,the state of,basically no changes 
2004,,0.7161,,0.0022,44,,2005,2002,82.77999878,24,,16.2790699,2.254580498,18.80613899,-3.669724941,-2.307261944,-1.025907159,25,1,-3.839999914,1.50999999,State Profile,Rhode Island,Small,7.160999775,220,the state of,a large increase
1988,,,,,44,,1989,1986,116.0899963,,,,,34.10912323,,,1.850603819,,,,,State Profile,Rhode Island,Small,,,the state of,.
2011,,0.6824,,0.0024,44,,2012,2009,57.31999969,25,,9.52381134,0,2.476007223,-2.752293587,-3.248602867,-3.224525452,25,0,-2.670000076,-0.409999847,State Profile,Rhode Island,Small,6.823999882,240,the state of,a slight decrease
1980,,,,,44,,1981,1978,110.0500031,,,,,0,,,1.329015493,,,,,State Profile,Rhode Island,Small,,,the state of,.
2002,,0.7246,,0.0013,44,,2003,2000,77.66000366,25,,0,0.691244245,9.732366562,-7.798165321,-2.069831848,-1.468048334,25,0,-2.890000105,-0.889999866,State Profile,Rhode Island,Small,7.245999813,130,the state of,a slight decrease
2006,,0.7498,,0.0028,44,,2007,2004,91.33999634,21,,26.8292675,14.80597019,22.10903168,-0.917431295,-1.36592114,-0.286701858,23,2,-1.860000014,1,State Profile,Rhode Island,Small,7.498000145,280,the state of,a slight increase
1983,,,,,44,,1984,1981,91.38999939,,,,,0,,,-0.2823838,,,,,State Profile,Rhode Island,Small,,,the state of,.
2000,,0.7491,,0.0015,44,,2001,1998,89.33999634,25,,0,32.08446884,15.3593359,-6.880733967,-1.385474205,-0.459413409,24,-1,-2.329999924,-0.580000162,State Profile,Rhode Island,Small,7.491000175,150,the state of,a slight decrease
1994,,,,,44,,1995,1992,83.43000031,,,,,6.766912937,,,-0.969775796,,,,,State Profile,Rhode Island,Small,,,the state of,.
1995,,,,,44,,1996,1993,86.40000153,,,,,9.315128326,,,-0.713298976,,,,,State Profile,Rhode Island,Small,,,the state of,.
1984,,,,,44,,1985,1982,90.02999878,,,,,0,,,-0.399827719,,,,,State Profile,Rhode Island,Small,,,the state of,.
2009,,0.7239,,0.0023,44,,2010,2007,76.43000031,25,,14.81481552,4.514050961,6.72866869,-3.211009264,-2.089384794,-1.574266315,24,-1,-1.440000057,-0.849999905,State Profile,Rhode Island,Small,7.238999844,230,the state of,a slight decrease
1996,,,,,44,,1997,1994,91.41000366,,,,,12.79223537,,,-0.280656308,,,,,State Profile,Rhode Island,Small,,,the state of,.
1982,,,,,44,,1983,1980,96.12000275,,,,,0,,,0.126079366,,,,,State Profile,Rhode Island,Small,,,the state of,.
2014,,0.8776,,0.002,44,,2015,2012,62.84000015,22,,5.555553436,87.75023651,10.82463551,-4.587156296,2.203911304,-2.747841358,24,2,-2.359999895,0.649999857,State Profile,Rhode Island,Small,8.776000023,200,the state of,a slight increase
1998,,0.7456,,0.0018,44,,1999,1996,91.91999817,25,,0,13.55332851,18.14980316,-5.504587173,-1.483239532,-0.23661533,,,,,State Profile,Rhode Island,Small,7.455999851,180,the state of,.
2003,,0.6734,,0.0016,44,,2004,2001,75.98999786,25,,2.941175461,0,14.41677856,-6.422018528,-3.499999523,-1.612263083,25,0,-3.779999971,-0.059999943,State Profile,Rhode Island,Small,6.734000206,160,the state of,basically no changes 
2013,,0.8326,,0.0019,44,,2014,2011,60.11999893,24,,0,55.64853668,7.181222916,-5.045871735,0.946928084,-2.982729197,23,-1,-2.230000019,-0.129999876,State Profile,Rhode Island,Small,8.326000214,190,the state of,basically no changes 
1997,,,,,44,,1998,1995,85.62000275,,,,,4.15580368,,,-0.780656397,,,,,State Profile,Rhode Island,Small,,,the state of,.
2015,,0.798,,0.0029,45,,2016,2013,72.56999969,13,,52.38095093,55.09698868,32.27759552,-0.458715707,-0.019552376,-1.907599688,9,-4,-0.99000001,0.189999998,State Profile,South Carolina,Large,7.980000019,290,the state of,basically no changes 
1979,,,,,45,,1980,1977,165.75,,,,,46.45397949,,,6.139032364,,,,,State Profile,South Carolina,Large,,,the state of,.
1995,,,,,45,,1996,1993,106.2799988,,,,,45.41300201,,,1.003453851,,,,,State Profile,South Carolina,Large,,,the state of,.
1993,,,,,45,,1994,1991,108.5599976,,,,,53.45923615,,,1.20034492,,,,,State Profile,South Carolina,Large,,,the state of,.
1997,,,,,45,,1998,1995,115.6900024,,,,,61.04270172,,,1.816062093,,,,,State Profile,South Carolina,Large,,,the state of,.
1981,,,,,45,,1982,1979,129.0200043,,,,,29.59103203,,,2.967184782,,,,,State Profile,South Carolina,Large,,,the state of,.
1989,,,,,45,,1990,1987,132.6100006,,,,,44.73034668,,,3.277201891,,,,,State Profile,South Carolina,Large,,,the state of,.
2001,,0.9184,,0.0019,45,,2002,1999,110.2099991,12,,19.99999809,91.61522675,66.52322388,-5.045871735,3.343576193,1.342832088,10,-2,0.569999993,-0.689999998,State Profile,South Carolina,Large,9.184000015,190,the state of,a slight decrease
1987,,,,,45,,1988,1985,136.0800018,,,,,50.8637619,,,3.576856613,,,,,State Profile,South Carolina,Large,,,the state of,.
1992,,,,,45,,1993,1990,109.3700027,,,,,42.80436707,,,1.270293593,,,,,State Profile,South Carolina,Large,,,the state of,.
2007,,0.8569,,0.0023,45,,2008,2005,103.8499985,12,,26.08695412,96.18138123,38.85213089,-3.211009264,1.625699043,0.793609202,12,0,-0.400000006,0.140000015,State Profile,South Carolina,Large,8.569000244,230,the state of,basically no changes 
1985,,,,,45,,1986,1983,112,,,,,34.74549866,,,1.497408986,,,,,State Profile,South Carolina,Large,,,the state of,.
2003,,0.8256,,0.0022,45,,2004,2001,97.62000275,14,,20.83333206,61.4264183,49.18323517,-3.669724941,0.751397371,0.255613059,19,5,-1.340000033,0.450000048,State Profile,South Carolina,Large,8.255999565,220,the state of,a slight increase
2006,,0.8581,,0.0023,45,,2007,2004,98.68000031,12,,22.72727203,90.54146576,29.55053139,-3.211009264,1.659218669,0.347149968,11,-1,-0.360000014,-0.039999992,State Profile,South Carolina,Large,8.581000328,230,the state of,basically no changes 
1983,,,,,45,,1984,1981,117.4800034,,,,,22.78948975,,,1.97063899,,,,,State Profile,South Carolina,Large,,,the state of,.
1998,,0.8767,,0.0031,45,,1999,1996,113.7900009,6,,50,70.2702713,63.99750137,0.458715469,2.178771734,1.651986003,,,,,State Profile,South Carolina,Large,8.767000198,310,the state of,.
1990,,,,,45,,1991,1988,119.6500015,,,,,47.00994873,,,2.158030987,,,,,State Profile,South Carolina,Large,,,the state of,.
2004,,0.8076,,0.0025,45,,2005,2002,100.7200012,12,,36.3636322,74.88833618,44.23669434,-2.293578148,0.248604059,0.523315847,14,2,-0.889999986,0.379999995,State Profile,South Carolina,Large,8.076000214,250,the state of,a slight increase
2008,,0.9029,,0.0023,45,,2009,2006,104.7099991,11,,22.58064651,100,42.05136871,-3.211009264,2.910615206,0.867875278,12,1,-0.25999999,0.449999988,State Profile,South Carolina,Large,9.029000282,230,the state of,a slight increase
2002,,0.7967,,0.002,45,,2003,2000,101.8099976,19,,15.99999905,26.12456703,56.49975967,-4.587156296,-0.055865224,0.617443323,12,-7,-0.119999997,-1.220000029,State Profile,South Carolina,Large,7.967000008,200,the state of,a large decrease
2010,,0.7852,,0.0024,45,,2011,2008,88.66000366,15,,21.21212006,77.77266693,43.73902512,-2.752293587,-0.377094299,-0.518134713,11,-4,-0.140000001,-1.080000043,State Profile,South Carolina,Large,7.852000237,240,the state of,a large decrease
1986,,,,,45,,1987,1984,144.5200043,,,,,58.9824028,,,4.305699348,,,,,State Profile,South Carolina,Large,,,the state of,.
2016,,0.7956,,0.0029,45,,2017,2014,73.33999634,13,,48,59.13785553,38.61265182,-0.458715707,-0.086591482,-1.841106057,13,0,-0.800000012,0,State Profile,South Carolina,Large,7.955999851,290,the state of,basically no changes 
2013,,0.6057,,0.003,45,,2014,2011,72.51000214,18,,50,0,30.13322639,-1.19619E-07,-5.391060829,-1.912780762,23,5,-2.880000114,0.450000048,State Profile,South Carolina,Large,6.05700016,300,the state of,a slight increase
2005,,0.8481,,0.0024,45,,2006,2003,97.97000122,11,,24,98.440979,38.00629425,-2.752293587,1.379889011,0.285837442,12,1,-0.50999999,0.149999976,State Profile,South Carolina,Large,8.480999947,240,the state of,basically no changes 
1991,,,,,45,,1992,1989,108.0899963,,,,,37.89870834,,,1.159757614,,,,,State Profile,South Carolina,Large,,,the state of,.
1994,,,,,45,,1995,1992,106.3600006,,,,,45.36242294,,,1.010362387,,,,,State Profile,South Carolina,Large,,,the state of,.
2012,,0.5753,,0.0029,45,,2013,2010,72.23000336,23,,42.30769348,0,35.05824661,-0.458715707,-6.240222931,-1.93696034,21,-2,-2.450000048,-0.430000067,State Profile,South Carolina,Large,5.752999783,290,the state of,a slight decrease
1984,,,,,45,,1985,1982,122.0299988,,,,,38.18110657,,,2.363557339,,,,,State Profile,South Carolina,Large,,,the state of,.
1982,,,,,45,,1983,1980,122.6699982,,,,,32.15277863,,,2.41882515,,,,,State Profile,South Carolina,Large,,,the state of,.
2011,,0.6778,,0.0025,45,,2012,2009,75.05000305,21,,26.92307663,46.96969604,39.87038803,-2.293578148,-3.377094507,-1.69343698,15,-6,-1.220000029,-1.230000019,State Profile,South Carolina,Large,6.777999878,250,the state of,a large decrease
1999,,0.8962,,0.0027,45,,2000,1997,114.1600037,5,,50,84.70372009,61.07197189,-1.376146913,2.723464489,1.683937788,6,1,1.429999948,-0.419999957,State Profile,South Carolina,Large,8.961999893,270,the state of,a slight decrease
2000,,0.8839,,0.0025,45,,2001,1998,113.4700012,10,,40,70.88607788,69.84912872,-2.293578148,2.379889011,1.624352098,5,-5,1.00999999,-0.439999998,State Profile,South Carolina,Large,8.838999748,250,the state of,a slight decrease
2009,,0.8676,,0.0024,45,,2010,2007,99.30999756,11,,25.8064537,100,51.09624481,-2.752293587,1.924581766,0.401553869,11,0,0.189999998,-0.329999983,State Profile,South Carolina,Large,8.675999641,240,the state of,a slight decrease
